206, giảng viên nguyễn thị nga  trung tâm giáo dục thể chất và thể thao đã đạt huy chương vàng sea game 19 năm 1997  môn thể thao nào, giảng viên nguyễn thị nga là vận động viên thể dục dụng cụ
207, hoa hậu việt nam năm 1998 bùi bích phương là sinh viên trường nào, hoa hậu bùi bích phương là sinh viên đại học tổng hợp hà nội
208, nghệ sĩ violon hoàng rob là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, nghệ sĩ violon hoàng rob là cựu sinh viên khoa quốc tế
209, mc thảo vân là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, mc thảo vân là cựu sinh viên trường đại học ngoại ngữ
210, mc trần ngọc là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, mc trần ngọc là cựu sinh viên trường đại học khoa học tự nhiên
211, mc nguyễn hữu việt khuê là cựu sinh viên của cơ sở đào tạo nào trong đại học quốc gia hà nội, mc nguyễn hữu việt khuê là cựu sinh viên trường đại học khoa học tự nhiên
212,  phó giáo sư tiến sĩ nguyễn kim sơn giám đốc  đại học quốc gia hà nội hiện nay là cựu sinh viên chuyên ngành gì của trường đại học tổng hợp hà nội, pgs.ts nguyễn kim sơn từng học chuyên ngành hán nôm
213, giáo sư ngô bảo châu là cựu học sinh trường nào, giáo sư ngô bảo châu cựu sinh viên trường đại học khoa học tự nhiên
214, liệt sỹ lê anh xuân từng học khoa nào tại trường đại học tổng hợp, khoa sử
215,  tiến sĩ đàm quang minh được mệnh danh là hiệu trưởng trẻ nhất việt nam hiện nay là cựu sinh viên của trường /khoa nào , trường đại học khoa học tự nhiên
216, ông nguyễn phú trọng - tổng bí thư ban chấp hành trung ương đảng cộng sản việt nam hiện nay là cựu sinh viên chuyên ngành gì của đại học tổng hợp hà nội, ông nguyễn phú trọng là cựu sinh viên ngành văn học trường đại học tổng hợp hà nội
217,  phó giáo sư tiến sĩ nguyễn quang điển là cựu sinh viên khoa gì của đại học tổng hợp hà nội, pgs.ts nguyễn quang điển là cựu sinh viên khoa triết học  đại học tổng hợp hà nội
218, giáo sư phùng xuân nhạ - nguyên là giám đốc đại học quốc gia hà nội đã từng theo học chuyên ngành gì của đại học tổng hợp hà nội, giáo sư phùng xuân nhạ theo chuyên ngành kinh tế thế giới và quan hệ kinh tế quốc tế
219,  tiến sĩ trần đình phong  người được nhận giải thưởng tạ quang bửu năm 2018 là cựu sinh viên đơn vị nào của  đại học quốc gia hà nội, ts. trần đình phong cựu sinh viên trường đại học khoa học tự nhiên
220,  tiến sĩ lưu quang hưng  người được nhận giải thưởng mãi mãi tuổi 20 năm 2006 học tập tại đơn vị nào của  đại học quốc gia hà nội, ts. lưu quang hưng học tập tại trường đại học khoa học tự nhiên
221,  phó giáo sư tiến sĩ toán học nguyễn sum trường đại học quy nhơn là một trong hai chủ nhân của giải thưởng tạ quang bửu năm 2017 ông là cựu sinh viên của đơn vị nào, pgs.ts toán học nguyễn sum là cựu sinh viên trường đại học khoa học tự nhiên
222, đinh thị hương thảo  1 trong 10 gương mặt trẻ tiêu biêu năm 2016  2 huy chương vàng quốc tế là sinh viên của đơn vị nào, đinh thị hương thảo là sinh viên trường đại học khoa học tự nhiên
223, nguyễn thị phương dung là gương mặt nữ duy nhất được lọt vào danh sách 10 gương mặt trẻ tiêu biểu việt nam năm 2005 do tw đoàn và quỹ hỗ trợ tài năng trẻ việt nam bầu chọn và trao giải phương dung là sinh viên của đơn vị nào, nguyễn thị phương dung là sinh viên trường đại học khoa học tự nhiên
224, năm 2011   đại học quốc gia hà nội có một gương mặt trẻ nhận giải quả cầu vàng giải thưởng do trung ương đoàn tncs hồ chí minh  bộ khoa học và công nghệ phối hợp tổ chức là sinh viên nguyễn vương linh vương linh là sinh viên đơn vị nào, nguyễn vương linh là sinh viên trường đại học công nghệ
225, đâu không phải là tiêu chuẩn sinh viên 5 tốt của  đại học quốc gia hà nội, tiêu chuẩn ý thức tốt
226, đâu là một trong những tiêu chuẩn để đạt được danh hiệu tập thể sinh viên 5 tốt cấp trung ương, 100% sinh viên tham gia phong trào sinh viên 5 tốt
227, trong quá trình thi kết thúc học phần  sinh viên sẽ bị khiển trách khi nào, sinh viên phạm lỗi nhìn bài của người khác một lần  trao đổi bài  thảo luận bài trong giờ thi
228,  đại học quốc gia hà nội hỗ trợ học bổng như thế nào đối với các nghiên cứu sinh chuyển tiếp từ cử nhân, mức học bổng toàn phần cho nghiên cứu sinh là 90 triệu đồng/khóa học
229, hiện nay  trong các trường đại học của đhgqhn  sinh viên đăng ký lớp học phần bằng cách, đăng ký tại cổng thông tin đại học quốc gia
230, trong quá trình thi kết thúc học phần  sau khi đã bóc đề thi  phát hiện sinh viên mang trong người những vật dụng không được phép  sinh viên sẽ phải nhận hình thức kỷ luật nào sau đây, sau khi đã bóc đề thi bị phát hiện mang theo những vật dụng không được phép thì bị đình chỉ thi.
231, sinh viên sẽ bị cảnh cáo học vụ khi nào, điểm chung bình chung học kỳ đạt dưới 0.8 đối với học kỳ đầu của khóa học và dưới 1.0 đối với học kỳ tiếp theo.
232, sinh viên cử nhân khoa học tài năng được đào tạo tại đơn vị nào của  đại học quốc gia hà nội, trường đại học khoa học tự nhiên
233, sinh viên  đại học quốc gia hà nội được trang bị những kĩ năng bổ trợ tại đơn vị nào thuộc  đại học quốc gia hà nội, trung tâm dự báo và phát triển nguồn nhân lực
234, hình thức đăng ký môn học của sinh viên thuộc  đại học quốc gia hà nội là, đăng ký trực tuyến
235, sau khi đăng ký môn học xong  sinh viên tại  đại học quốc gia hà nội có được phép thay đổi hoặc hủy học phần đã đăng ký hay không, được hủy và đổi trong một thời hạn nhất định.
236, khi chép bài của người khác trong giờ thi kết thúc học phần  sinh viên sẽ bị hình thức kỉ luật nào sau đây, đình chỉ thi
237, chuẩn đầu ra tiếng anh của sinh viên theo học tại các đơn vị đào tạo thuộc  đại học quốc gia hà nội là, chuẩn đầu ra tiếng anh của đhqghn là b1
238, thời gian đăng ký học phần của sinh viên thuộc  đại học quốc gia hà nội được quy định như thế nào, chậm nhất là 1 tháng trước khi bắt đầu mỗi học kỳ  sinh viên phải hoàn thành đăng ký các học phần
239, điều kiện để đăng kí học cải thiện là gì, điều kiện để học cải thiện là điểm kết thúc học phần thuộc d hoặc d+
240, sinh viên không  đại học quốc gia hà nội đủ điều kiện làm khóa luận hoặc đồ án tốt nghiệp thì, có thể thay thế bằng hình thức khác là thi  kiểm tra.
241, trường hợp bị cảnh cáo học vụ theo quy định của  đại học quốc gia hà nội, tổng số tín chỉ của các học phần bị điểm f còn tồn đọng tính từ đầu khoá học đến thời điểm xét đã quá 24 tín chỉ
242, sinh viên  đại học quốc gia hà nội bị buộc thôi học khi nào, tự động nghỉ học quá 3 tháng
243, đâu là tên một phần thi của cuộc thi lớp tôi là số 1, lớp tôi thông thái – đoàn kết 
244, đề án ba thực hiện do đơn vị nào thực hiện, hội sinh viên trường đại học ngoại ngữ
245, cuộc thi olympic tiếng anh không chuyên toàn quốc lần thứ 9 do đoàn trường đại học ngoại ngữ   đại học quốc gia hà nội đã tổ chức với chủ đề là gì , sinh viên sáng tạo  hội nhập và khởi nghiệp
246, quỹ học bổng k-t là tên gọi tắt của quỹ hỗ trợ tài năng trẻ của  đại học quốc gia hà nội mang tên, phan thị khóa và nguyễn khắc tháo.
247, học bổng tiếp sức đến trường là học bổng do tổ chức  đơn vị nào tài trợ, báo tuổi trẻ thành phố hồ chí minh
248, đơn vị đăng cai tổ chức cuộc thi tìm hiểu tư tưởng hồ chí minh con đường ánh sáng lần thứ iii năm 2018 là đơn vị nào , đơn vị đoàn tncs hồ chí minh trường đại học khoa học xã hội và nhân văn
249, đội thi nào giành giải nhất cuộc thi tìm hiểu tư tưởng hồ chí minh con đường ánh sáng lần thứ iii do đoàn thanh niên  đại học quốc gia hà nội tổ chức năm 2018 , đội thi trường khoa học ngoại ngữ
250, nữ sinh giành được giải thưởng gương mặt trẻ việt nam tiêu biểu năm 2016 là sinh viên của trường nào, trường đại học khoa học tự nhiên
251, trong cuộc thi olympic vật lý châu á lần thứ 18  em tạ bá dũng đã đoạt huy chương gì , huy chương bạc
252, giáo sư đàm thanh sơn là cựu học sinh khối chuyên toán-tin trường nào, trường trung học phổ thông chuyên khoa học tự nhiên
253, sinh viên trường đại học công nghệ đại học quốc gia hà nội tham dự kỳ thi olympic toán sinh viên toàn quốc năm 2018 đã đạt được thành tích gì, 0 1 giải nhất  4 giải nhì  3 giải ba
254, quán quân cuộc thi tìm kiếm tài năng học sinh - sinh viên  đại học quốc gia hà nội năm 2017 đến từ trường nào , trường đại học khoa học xã hội và nhân văn
255, giải thưởng sao tháng giêng là giải thưởng của đơn vị  tổ chức nào, hội sinh viên việt nam
256, đề án ba thực hiện của hội sinh viên trường đại học ngoại ngữ triển khai gồm những nội dung gì, tiết kiệm – vệ sinh môi trường và tôn sư trọng đạo trong sinh viên
257, hàng năm  đoàn thanh niên - hội sinh viên  đại học quốc gia hà nội tổ chức  triển khai hoạt động tình nguyện quyên góp  hỗ trợ  tặng quần áo ấm  sách vở cho các em nhỏ vùng cao vào mùa đông  đây là chương trình gì, chương trình mùa đông ấm
258, anh chử đức liêm – người được xem là chú lính chì dũng cảm trên chương trình điều ước thứ 7 là cựu sinh viên của trường nào , trường đại học khoa học xã hội và nhân văn
259, ngày hội hiến máu toàn trường của trường đại học khoa học xã hội và nhân văn còn có tên gọi là gì, nắng hồng nhân văn
260, ngày hội hiến máu toàn trường của trường đại học công nghệ còn có tên gọi là gì, nắng hồng công nghệ
261, ngày hội hiến máu toàn trường của trường đại học ngoại ngữ còn có tên gọi là gì, giọt hồng
262, ngày hội hiến máu toàn trường của khoa luật còn có tên gọi là gì, luật hồng yêu thương
263, ngày hội hiến máu toàn trường của trường đại học khoa học tự nhiên có tên là gì, tuyết yêu thương
264, đâu là một trong những tiêu chuẩn để đạt được danh hiệu tập thể tiên tiến, 25% sinh viên có kết quả học tập và rèn luyện đạt loại khá trở lên
265, hình thức kỉ luật được áp dụng đối với sinh viên có hành vi vi phạm lần đầu nhưng ở mức nhẹ là gì, khiển trách áp dụng cho sinh viện có hành vi vi phạm lần đầu ở mức nhẹ
266, hình thức kỉ luật được áp dụng với sinh viên đã bị khiển trách mà tái phạm hoặc vi phạm ở mức độ nhẹ nhưng hành vi có tính chất thường xuyên hoặc mới vi phạm lần đầu nhưng mức độ tương đối nghiêm trọng là gì, đình chỉ học tập 1 năm
267, hình thức kỉ luật được áp dụng với những sinh viên đang trong thời gian bị cảnh cáo mà vẫn vi phạm kỉ luật hoặc vi phạm nghiêm trọng các hành vi cấm với sinh viên là gì, đình chỉ học tập 1 năm
268, sinh viên vi phạm pháp luật bị phạt tù kể cả trường hợp bị phạt tù được hưởng án treo  sẽ phải chịu hình thức kỉ luật nào sau đây, buộc thôi học
269, sinh viên năm thứ nhất có khả năng bị cảnh cáo học vụ khi, điểm tích lũy đạt dưới 1 20
270, sinh viên năm thứ hai có khả năng bị cảnh cáo học vụ khi nào, điểm tích lũy đạt dưới 1 40
271, sinh viên năm thứ ba có khả năng bị cảnh cáo học vụ khi nào, điểm tích lũy đạt dưới 1 60
272, sinh viên năm thứ tư có khả năng bị cảnh cáo học vụ khi nào, điểm tích lũy đạt dưới 1 80
273, sinh viên học chương trình đào tạo chất lượng cao bị chuyển sang chương trình chất lượng chuẩn khi điểm trung bình chung các học phần tính tới thời điểm xét dưới 2 0  đúng hay sai , sai
274, trong phòng thi sinh viên mang theo những vật dụng không được phép khi đã bóc đề thi thì sẽ phải chịu hình thức kỉ luật nào sau đây, đình chỉ
275, sinh viên thi hộ hoặc nhờ người thi hộ nếu vi phạm lần thứ nhất sẽ bị kỉ luật ở mức nào sau đây, đình chỉ 1 năm
276, sinh viên được trao tặng danh hiệu  sinh viên giỏi khi nào, khi kết quả học tập đạt loại giỏi và không có điểm f trở xuống  có điểm rèn luyện loại giỏi
277, sinh viên có những hành vi như viết bài  lưu giữ hoặc tuyên truyền phản ánh thiếu trung thực dưới mọi hình thức ảnh hưởng đến uy tín và thương hiệu của  đại học quốc gia hà nội với vi phạm lần đầu tiên sẽ phải chịu hình thức kỉ luật nào , đình chỉ học tập
278, sinh viên có được đăng kí học ở trường khác trong  đại học quốc gia hà nội không , sinh viên được đăng kí học ở các trường khác trong đhqghn
279, theo quy chế đào tạo của  đại học quốc gia hà nội sinh viên bị điểm f được thi lại  đúng hay sai , sinh viên bị điểm f sẽ phải học lại
280, sinh viên được học cải thiện đối với các học phần đạt điểm, sinh viên được học cải thiện khi đạt điểm d hoặc d+
281, các học phần ngoại ngữ do đơn vị nào trong  đại học quốc gia hà nội phụ trách giảng dạy, trường đại học ngoại ngữ giảng dạy
282, các học phần lý luận chính trị do đơn vị nào trong  đại học quốc gia hà nội phụ trách giảng dạy, trường đại học khoa học xã hội và nhân văn giảng dạy
283, học phần giáo dục thể chất có tính vào điểm tích lũy hay không, học phần giáo dục thể chất không tích 
284, sinh viên nghỉ học không có lý do trên 1 kỳ học hoặc trên 4 tháng sẽ bị như thế nào, bị buộc thôi học
285, sinh viên có bắt buộc phải đăng kí học học phần ngoại ngữ ở trường hay không, không bắt buộc
286, sinh viên có được rút bớt học phần khi đã đăng ký học phần hay không, sinh viên có thể hủy bớt học phần đã đăng kí
287, nữ sinh đang mang thai hoặc trong thời kỳ thai sản được miễn học học phần giáo dục thể chất  đúng hay sai , nữ sinh viên đang mang thai không được miễn học phần giáo dục thể chất.
288, học sinh thpt chuyên khoa học tự nhiên được tuyển thằng vào trường đại học khoa học tự nhiên  đúng hay sai , học sinh chuyên khoa học tự nhiên không được tuyển thẳng
289, đơn vị đào tạo nào của  đại học quốc gia hà nội được coi là trường đại học có số lần tham gia kì thi lập trình sinh viên quốc tế vòng chung kết toàn cầu acm icpc world final nhiều nhất 7 lần việt nam, trường đại học công nghệ
290, kết quả của học phần giáo dục thể chất có tính vào điểm tích lũy của sinh viên không, không được tính vào điểm tích lũy
291, học phần điều kiện để xét tốt nghiệp là, học phần ngoại ngữ
292,  đại học quốc gia hà nội có chương trình đào tạo tài năng không, đhqghn có chương trình đào tạo tài năng
293, đại hội đại biểu hội sinh viên  đại học quốc gia hà nội nhiệm kì 2018-2023 diễn ra với tinh thần gì, sinh viên đhqghn bản lĩnh - trách nhiệm - sáng tạo - khởi nghiệp
294, sinh viên đăng ký học chương trình đào tạo bằng kép cần thỏa mãn những điều kiện nào sau đây, sinh viên năm thứ hai  điểm chung bình chung tích lũy đạt ít nhất 2.0
295, đâu là một trong những tiêu chí của cuộc vận động xây dựng phong cách sinh viên  đại học quốc gia hà nội, ứng xử văn hóa
296, nội dung nào sau đây là nội dung đánh giá kết quả rèn luyện đối với sinh viên đại học hệ chính quy, ý thức và kết quả học tập  nghiên cứu khoa học  ý thức chấp hành các nội quy  quy chế  quy định của trường và đhqghn  ý thức công dân và quan hệ với cộng đồng
297, cách tính điểm đánh giá bộ phận  điểm môn học quy định 9 0 - 10 tương ứng với, điểm a+
298, cách tính điểm đánh giá bộ phận  điểm môn học quy định 8 0 - 8 4 tương ứng với, điểm b+
299, cách tính điểm đánh giá bộ phận  điểm môn học quy định điểm c+ tương đương với, điểm rung bình môn học từ 6 5 – 6 9
300, cách tính điểm đánh giá bộ phận  điểm môn học quy định điểm d tương đương với, điểm rung bình môn học từ 4 0 – 4 9
301, cách tính điểm đánh giá bộ phận  điểm môn học gồm những loại nào, loại đạt  loại không đạt
302, điểm trung bình chung tích lũy được dùng để xét buộc thôi học  xếp loại học lực và gì , xếp hạng tốt nghiệp
303, ssau mỗi học kỳ  sinh viên bị buộc thôi học nếu thuộc trong trường hợp nào, có điểm trung bình chung học kỳ đạt dưới 0 80 đối với học kỳ đầu của khóa học  
304, sau mỗi học kỳ  sinh viên bị buộc thôi học nếu thuộc trong các trường hợp nào, đạt dưới 1 00 đối với các học kỳ tiếp theo hoặc đạt dưới 1 10 đối với 2 học kỳ liên tiếp 
305, sau mỗi học kỳ  sinh viên bị buộc thôi học nếu thuộc trong các trường hợp nào, bị kỷ luật lần thứ hai vì lý do thi hộ hoặc nhờ người thi hộ
306, sau mỗi học kỳ  căn cứ vào điểm trung bình chung tích lũy  học lực của sinh viên được xếp thành các loại nào, xuất sắc  giỏi  khá  trung bình  yếu
307, trong quy chế đào tạo của  đại học quốc gia hà nội quy định chuẩn đầu ra về trình độ ngoại ngữ đối với các sinh viên theo học  các chương trình đào tạo chuẩn  ngành chính - ngành phụ  ngành kép  như thế nào , không quy định
308, môn học nào sau đây không phải là môn học có trong học phần giáo dục thể chất của  đại học quốc gia hà nội , bơi lội không thuộc trong các môn học giáo dục thể chất.
309, trường hợp nào sau đây sinh viên không được xét tốt nghiệp, sinh viên đang bị truy tố trách nhiệm hình sự
310, sinh viên được xét tốt nghiệp khi có điểm tích lũy của khóa học, điểm tích lũy của khóa học từ 2 0 trở lên được xét tốt nghiệp
311, kết quả của học phần giáo dục thể chất  giáo dục an ninh - quốc phòng có được dùng để xét học bổng không, không được xét học bổng
312, sinh viên không trung thực và có hành vi gian lận trong nghiên cứu khoa học  làm tiểu luận  khóa luận  đồ án tốt nghiệp sẽ bị kỷ luật từ mức, đình chỉ học tập một năm
313, sinh viên bị cảnh cáo trong phòng thi khi thi học phần thì sẽ bị, trừ 50% số điểm
314, câu lạc bộ khiếm thính là clb của trường/khoa nào, trường đại học ngoại ngữ
315, sứ mệnh của trung tâm hỗ trợ sinh viên   đại học quốc gia hà nội là gì , tạo môi trường sống thuận lợi cho việc học tập  rèn luyện và nghiên cứu khoa học của hssv 
316, sứ mệnh của trung tâm hỗ trợ sinh viên   đại học quốc gia hà nội là gì , tổ chức hiệu quả các hoạt động dịch vụ hỗ trợ hssv 
317, sứ mệnh của trung tâm hỗ trợ sinh viên   đại học quốc gia hà nội là gì , góp phần nâng cao chất lượng đào tạo của đhqghn
318, chủ đề tháng thanh niên năm 2018 được trung ương đoàn lựa chọn là, tuổi trẻ sáng tạo dựng xây đất nước
319, biểu trưng của hội sinh viên việt nam là, biểu tượng hình tròn  nền xanh da trời  biểu tượng hình ngọn lửa và ngôi sao dưới có dòng chữ hội sinh viên việt nam.
320, cuộc vận động nào do hội sinh viên  đại học quốc gia hà nội phát động trong giai đoạn hiện nay, xây dựng phong cách sinh viên đhqghn
321, vai trò  mối quan hệ của đoàn thanh niên đối với hội sinh viên là, đoàn thanh niên là nòng cốt chính trị của hội sinh viên
322, tiêu chuẩn đạt danh hiệu sinh viên 5 tốt gồm các tiêu chí, đạo đức tốt  học tập tốt  thể lực tốt  tình nguyện tốt  hội nhập tốt
323, giải thưởng cao quý của trung ương hội sinh viên việt nam tuyên dương  khen thưởng sinh viên  học viên là cán bộ đoàn thanh niên  hội sinh viên có thành tích tốt trong học tập  nghiên cứu  và rèn luyện trong công tác đoàn  công tác hội, sao tháng giêng
324, một trong 2 trang chính thức của đoàn thanh niên - hội sinh viên  đại học quốc gia hà nội trên mạng xã hội facebook là gì, tuổi trẻ đại học quốc gia hà nội
325, các cấp bộ đoàn trong  đại học quốc gia hà nội hiện nay gồm có, chi đoàn  liên chi đoàn  đoàn trường/khoa  đoàn đhqghn
326, cuộc thi tìm kiếm đại sứ truyền thông khoa học famelab do đơn vị nào tổ chức, đoàn đhqghn
327, hai tiêu chí của cuộc vận động xây dựng phong cách sinh viên  đại học quốc gia hà nội do hội sinh viên  đại học quốc gia hà nội phát động thực hiện, ứng xử văn hóa và tư duy sáng tạo
328, sinh viên  đại học quốc gia hà nội có thể học song song giữa chương trình chính quy và chương trình liên kết quốc tế đúng hay sai, đhqg không cho phép học song song giữa chương trình chính quy và liên kết quốc tế.
329, sinh viên  đại học quốc gia hà nội có được phép phúc khảo bài thi nếu có nghi ngờ không, sinh viên được quyền phúc khảo bài thi.
330, sinh viên không tham gia đánh giá điểm rèn luyện tại học kỳ nào thì bị xếp kết quả rèn luyện như nào ở học kỳ đó, bị xếp điểm rèn luyện kém.
331, trong quy chế sinh viên quy định quyền của sinh viên  sử dụng tài liệu liên quan đến môn học trong thi cử không, sinh viên không được sử dụng tài liệu liên quan đến môn học trong thi cử
332, sinh viên được hưởng các quyền công dân cư trú trên địa bàn như nào, được đơn vị đào tạo và chính quyền địa phương tạo điều kiện thuận lợi và giúp đỡ nếu ở ngoại trú
333, sinh viên có quyền gì về chỗ ở, được đăng ký ở ký túc xá (nếu đáp ứng các điều kiện và có nguyện vọng) hoặc hỗ trợ tìm kiếm chỗ ở  được chăm lo  bảo vệ sức khỏe theo chế độ hiện hành của nhà nước và của đhqghn.
334, nghĩa vụ của sinh viên trong đóng học phí  bảo hiểm y tế và các khoản lệ phí khác là gì, đóng đầy đủ  đúng quy định  hoàn trả vốn vay quỹ tín dụng đào tạo đúng thời hạn
335, trong quy chế sinh viên quy định nghĩa vụ của sinh viên là , tham gia công tác đảm bảo an ninh  trật tự  an toàn giao thông  phòng chống tội phạm  tệ nạn xã hội trong trường học  gia đình  cộng đồng.
336, điểm môn học là tổng của điểm đánh giá bộ phận và điểm thi kết thúc môn học sau khi đã tính trọng số được quy định trong đề cương môn học và được làm tròn đến một chữ số thập phân  sau đó được chuyển như thế nào, được chuyển thành điểm chữ.
337, trong cách tính điểm thì điểm f là điểm gì, điểm không đạt
338, một trong những tiêu chí đánh giá kết quả học tập của sinh viên là , khối lượng kiến thức tích lũy là tổng số tín chỉ của những môn học đã được đánh giá loại đạt tính từ đầu khóa học.
339, kết quả đánh giá môn học giáo dục quốc phòng - an ninh  giáo dục thể chất  kỹ năng mềm có được tính vào điểm trung bình chung học kỳ và điểm trung bình chung tích lũy không, kết quả đánh giá môn học giáo dục quốc phòng - an ninh  giáo dục thể chất  kỹ năng mềm không được tính vào điểm tích lũy.
340, trường hợp loại học lực của sinh viên được xác định vào thời điểm sau khi sinh viên đã đăng ký môn học bị vượt quá tiêu chuẩn thì sinh viên phải làm gì , sinh viên phải rút bớt môn học trong giới hạn khối lượng quy định.
341,  phó giáo sư tiến sĩ toán học nguyễn sum trường đại học quy nhơn đã trở thành một trong hai chủ nhân mới của giải thưởng tạ quang bửu năm 2017  là nghiên cứu sinh từ năm 1992 của trường nào, khoa toán - cơ - tin học  trường đh khoa học tự nhiên. 
342, việc đạt đầu ra chuẩn b1 trở lên về ngoại ngữ có áp dụng với sinh viên thuộc  đại học quốc gia hà nội không, sinh viên đhqghn phải đạt chuẩn đầu ra tiếng anh b1
343, tuần học về công tác chính trị đầu năm cho sinh viên có nằm trong khung chương trình đào tạo cho sinh viên của  đại học quốc gia hà nội không, tuần học công tác chính trị đầu năm nằm trong khung chương trình đâò tạo cho sinh viên
344, sinh viên người dân tộc kinh có được đăng kí ở ktx hay không, sinh viên là dân tộc kinh có được đăng kí ktx
345, sinh viên tàng trữ  lưu hành  phát tán văn hóa phẩm đồ trụy sẽ bị xử phạt như nào, tùy vào mức độ và số lần vi phạm mà bị phạt từ khiển trách đến buộc thôi học.
346, việc sinh viên tham gia sinh hoạt tại các câu lạc bộ dựa trên cơ sở gì, dựa trên tinh thần tự nguyện.
347, danh hiệu sinh viên 5 tốt là danh hiệu do đơn vị nào trao tặng, do hội sinh viên trao tặng
348, phong trào tuổi trẻ sáng tạo là một trong những phong trào chính của đơn vị nào, tuổi trẻ sáng tạo là phong trào chính của trung ương đoàn tncs hồ chí minh
349, sinh viên học chương trình đào tạo chất lượng cao chưa bị buộc thôi học phải chuyển sang chương trình đào tạo chuẩn chính quy của ngành học tương ứng khi nào, khi bị kỷ luật trong thời gian học từ mức khiển trách trở lên.
350, nếu sinh viên trong các đơn vị đào tạo tại  đại học quốc gia hà nội chưa hoàn thành một trong ba học phần là giáo dục quốc phòng – an ninh  giáo dục thể chất và kĩ năng bổ trợ thì sinh viên có được xét tốt nghiệp hay không, sinh viên phải hoàn thành 3 học phần mới được xét tốt nghiệp
351, trong thời gian xét tốt nghiệp theo quy định của đơn vị đào tạo  nếu sinh viên không đủ điều kiện tốt nghiệp chương trình đào tạo chất lượng cao thì sao, sẽ được xét công nhận tốt nghiệp và cấp bằng cử nhân chương trình đào tạo chuẩn tương ứng theo hình thức đào tạo chính quy.
352, sinh viên 5 tốt gồm bao nhiêu tiêu chuẩn, sinh viên 5 tốt gồm 5 chỉ tiêu chuẩn xét duyệt
353, những nguyên lý cơ bản của chủ nghĩa mác – lê-nin  tư tưởng hồ chí minh  đường lối cách mạng của đảng cộng sản là những môn học có bắt buộc tại  đại học quốc gia hà nội không, là những môn bắt buộc trong khung chương trình đào tạo.
354, khi đã học một học kì của chương trình đào tạo thứ nhất  sinh viên có được đăng ký học bằng kép hay không, sinh viên từ năm thứ hai trở đi mới được đăng kí bằng kép.
355, nếu sinh viên đang theo học tại trường đại học khoa học xã hội và nhân văn thì có thể đăng ký học thể dục tại trường đại học ngoại ngữ hay không, được phép đăng kí các môn thể dục tại trường ngoại ngữ
356, trong quá trình học  sinh viên được chuyển trường  chuyển ngành học giữa các đơn vị đào tạo trong  đại học quốc gia hà nội hoặc giữa  đại học quốc gia hà nội với các cơ sở đào tạo khác khi nào, khi đáp ứng đủ các điều kiện trong quy chế đào tạo đại học và sau đại học của đhqghn.
357, môn thi được sử dụng tài liệu thì sinh viên  đại học quốc gia hà nội được phép mang điện thoại di động vào phòng thi không, không được phép vì nó vi phạm quy chế.
358, ngoài các đoàn trường/khoa trực thuộc  đoàn  đại học quốc gia hà nội còn có gì, ngoài trường và khoa trực thuộc còn có các chi đoàn cơ sở.
359, mỗi khóa học tập kiến thức giáo dục quốc phòng – an ninh tại trung tâm giáo dục quốc phòng và an ninh của  đại học quốc gia hà nội  sinh viên được trang bị kiến thức về, nhận thức về quốc phòng an ninh  tác phong quân đội  kỹ năng sống
360, tính đến năm 2000  trường nào sau đây không phải là đơn vị trực thuộc đại học quốc gia hà nội, trường đại học đại cương không thuộc đhqghn
361, cho đến năm 2000  những trường nào sau đây thuộc  đại học quốc gia hà nội , trường đại học khoa học tự nhiên  trường đại học khoa học xã hội và nhân văn  trường đại học ngoại ngữ  trường đại học sư phạm  trường đại học đại cương
362, theo quyết định số 14/2001/qđ–ttg   đại học quốc gia hà nội gồm những trường đại học thành viên nào, trường đại học khoa học tự nhiên  trường đại học khoa học xã hội và nhân văn  trường đại học ngoại ngữ
363, ngày 23/3/979  hơn 1300 cán bộ và sinh viên của đại học tổng hợp hà nội tham gia xây dựng phòng tuyến bảo vệ thủ đô với phiên hiệu là, trung đoàn 10 – đoàn nguyễn huệ
364, khoa trực thuộc đầu tiên của  đại học quốc gia hà nội là, khoa quản trị kinh doanh là khoa trực thuộc đầu tiên của đhqghn.
365, sau khi  đại học quốc gia hà nội được thành lập  khoa kinh tế – chính trị thuộc đại học tổng hợp hà nội trở thành khoa đào tạo của trường thành viên nào, đại học khoa học xã hội và nhân văn.
366, năm 1999  khoa kinh tế –  đại học quốc gia hà nội được thành lập dựa trên cơ sở nào, khoa kinh tế – chính trị  thuộc đại học khoa học xã hội và nhân văn.
367, cơ cấu tổ chức của trung tâm giáo dục quốc phòng –  đại học quốc gia hà nội gồm 02 khoa  đó là, khoa chính trị và khoa quân sự.
368, môn học nào của đại học quốc gia việt nam do bộ giáo dục trực tiếp chỉ đạo về nội dung  hình thức  thời gian học tập, bộ môn chính trị do bộ giáo dục trực tiếp chỉ đạo.
369, trường đại học sư phạm ngoại ngữ hà nội được phát triển trên cơ sở khoa nào của trường đại học sư phạm hà nội , khoa ngoại ngữ -trường đại học sư phạm hà nội.
370, viện tài nguyên và môi trường –  đại học quốc gia hà nội được thành lập trên cơ sở nào, trung tâm nghiên cứu tài nguyên và môi trường – đhqghn
371, ngày 17/11/2016  thủ tướng chính phủ ký quyết định thành lập…, viện tài nguyên và môi trường
